# Time  Perpendicularity_Metric
0.0097425 0.245103
0.009765 0.244992
0.0097875 0.244881
0.00981 0.244769
0.0098325 0.244656
0.009855 0.244542
0.0098775 0.244429
0.0099 0.244315
0.0099225 0.244201
0.009945 0.244085
0.0099675 0.243968
0.00999 0.243851
0.0100125 0.243734
0.010035 0.243616
0.0100575 0.243497
0.01008 0.243377
0.0101025 0.243256
0.010125 0.243134
0.0101475 0.243015
0.01017 0.242895
0.0101925 0.242774
0.010215 0.242653
0.0102375 0.24253
0.01026 0.242407
0.0102825 0.242284
0.010305 0.242161
0.0103275 0.242036
0.01035 0.241911
0.0103725 0.241784
0.010395 0.241657
0.0104175 0.241529
0.01044 0.2414
0.0104625 0.241271
0.010485 0.241141
0.0105075 0.24101
0.01053 0.240879
0.0105525 0.240748
0.010575 0.240616
0.0105975 0.240483
0.01062 0.240348
0.0106425 0.240213
0.010665 0.240077
0.0106875 0.239942
0.01071 0.239807
0.0107325 0.239672
0.010755 0.239535
0.0107775 0.239398
0.0108 0.23926
0.0108225 0.239122
0.010845 0.238982
0.0108675 0.238841
0.01089 0.2387
0.0109125 0.238558
0.010935 0.238414
0.0109575 0.23827
0.01098 0.238125
0.0110025 0.23798
0.011025 0.237835
0.0110475 0.237688
0.01107 0.23754
0.0110925 0.237392
0.011115 0.237242
0.0111375 0.237092
0.01116 0.236941
0.0111825 0.236789
0.011205 0.236636
0.0112275 0.236482
0.01125 0.236328
0.0112725 0.236173
0.011295 0.236017
0.0113175 0.235861
0.01134 0.235704
0.0113625 0.235547
0.011385 0.235388
0.0114075 0.235228
0.01143 0.235068
0.0114525 0.234908
0.011475 0.234748
0.0114975 0.234587
0.01152 0.234426
0.0115425 0.234266
0.011565 0.234105
0.0115875 0.233944
0.01161 0.233782
0.0116325 0.233619
0.011655 0.233456
0.0116775 0.233291
0.0117 0.233126
0.0117225 0.23296
0.011745 0.232794
0.0117675 0.232626
0.01179 0.232458
0.0118125 0.232289
0.011835 0.232119
0.0118575 0.231948
0.01188 0.231775
0.0119025 0.231604
0.011925 0.231431
0.0119475 0.231258
0.01197 0.231083
0.0119925 0.230908
0.012015 0.230731
0.0120375 0.230553
0.01206 0.230375
0.0120825 0.230197
0.012105 0.230018
0.0121275 0.229839
0.01215 0.22966
0.0121725 0.229479
0.012195 0.229299
0.0122175 0.229118
0.01224 0.228936
0.0122625 0.228753
0.012285 0.228569
0.0123075 0.228385
0.01233 0.228199
0.0123525 0.228012
0.012375 0.227824
0.0123975 0.227635
0.01242 0.227446
0.0124425 0.227255
0.012465 0.227065
0.0124875 0.226874
0.01251 0.226682
0.0125325 0.22649
0.012555 0.226298
0.0125775 0.226104
0.0126 0.22591
0.0126225 0.225715
0.012645 0.22552
0.0126675 0.225324
0.01269 0.225127
0.0127125 0.22493
0.012735 0.224731
0.0127575 0.224532
0.01278 0.224333
0.0128025 0.224132
0.012825 0.223932
0.0128475 0.223731
0.01287 0.223529
0.0128925 0.223327
0.012915 0.223124
0.0129375 0.222921
0.01296 0.222718
0.0129825 0.222514
0.013005 0.222309
0.0130275 0.222104
0.01305 0.221898
0.0130725 0.221693
0.013095 0.221489
0.0131175 0.221284
0.01314 0.22108
0.0131625 0.220875
0.013185 0.220673
0.0132075 0.22047
0.01323 0.220266
0.0132525 0.220061
0.013275 0.219856
0.0132975 0.21965
0.01332 0.219444
0.0133425 0.219239
0.013365 0.219033
0.0133875 0.218826
0.01341 0.218618
0.0134325 0.218411
0.013455 0.218203
0.0134775 0.217995
0.0135 0.217787
0.0135225 0.217579
0.013545 0.21737
0.0135675 0.21716
0.01359 0.21695
0.0136125 0.21674
0.013635 0.216528
0.0136575 0.216315
0.01368 0.216103
0.0137025 0.215889
0.013725 0.215675
0.0137475 0.215461
0.01377 0.215246
0.0137925 0.215032
0.013815 0.214817
0.0138375 0.214603
0.01386 0.214392
0.0138825 0.214181
0.013905 0.213969
0.0139275 0.213757
0.01395 0.213545
0.0139725 0.213333
0.013995 0.21312
0.0140175 0.212906
0.01404 0.212691
0.0140625 0.212474
0.014085 0.212259
0.0141075 0.212043
0.01413 0.211827
0.0141525 0.211611
0.014175 0.211394
0.0141975 0.211178
0.01422 0.210964
0.0142425 0.21075
0.014265 0.210535
0.0142875 0.21032
0.01431 0.210102
0.0143325 0.209885
0.014355 0.209667
0.0143775 0.209448
0.0144 0.209228
0.0144225 0.209008
0.014445 0.208787
0.0144675 0.208565
0.01449 0.208341
0.0145125 0.208114
0.014535 0.207886
0.0145575 0.207655
0.01458 0.207424
0.0146025 0.20719
0.014625 0.206954
0.0146475 0.206716
0.01467 0.206474
0.0146925 0.206231
0.014715 0.205987
0.0147375 0.205743
0.01476 0.205518
0.0147825 0.205298
0.014805 0.205077
0.0148275 0.204855
0.01485 0.204633
0.0148725 0.204409
0.014895 0.204185
0.0149175 0.20396
0.01494 0.203737
0.0149625 0.203514
0.014985 0.203292
0.0150075 0.20307
0.01503 0.202847
0.0150525 0.202623
0.015075 0.2024
0.0150975 0.202177
0.01512 0.201955
0.0151425 0.201733
0.015165 0.201509
0.0151875 0.201282
0.01521 0.201051
0.0152325 0.200816
0.015255 0.200579
0.0152775 0.200338
0.0153 0.200093
0.0153225 0.199847
0.015345 0.199598
0.0153675 0.199345
0.01539 0.199091
0.0154125 0.198837
0.015435 0.198582
0.0154575 0.198332
0.01548 0.198084
0.0155025 0.197835
0.015525 0.197585
0.0155475 0.197334
0.01557 0.197083
0.0155925 0.196832
0.015615 0.196581
0.0156375 0.196329
0.01566 0.196077
0.0156825 0.195825
0.015705 0.195573
0.0157275 0.195321
0.01575 0.195071
0.0157725 0.194826
0.015795 0.194581
0.0158175 0.194342
0.01584 0.19411
0.0158625 0.19388
0.015885 0.19365
0.0159075 0.19342
0.01593 0.19319
0.0159525 0.192961
0.015975 0.192732
0.0159975 0.192505
0.01602 0.192278
0.0160425 0.192051
0.016065 0.191824
0.0160875 0.191597
0.01611 0.191369
0.0161325 0.191143
0.016155 0.190917
0.0161775 0.190694
0.0162 0.190474
0.0162225 0.190253
0.016245 0.190033
0.0162675 0.189816
0.01629 0.189599
0.0163125 0.189384
0.016335 0.189172
0.0163575 0.188961
0.01638 0.188751
0.0164025 0.188542
0.016425 0.188333
0.0164475 0.188123
0.01647 0.187912
0.0164925 0.187702
0.016515 0.187493
0.0165375 0.187284
0.01656 0.187081
0.0165825 0.186882
0.016605 0.186689
0.0166275 0.186496
0.01665 0.186304
0.0166725 0.186112
0.016695 0.185922
0.0167175 0.185732
0.01674 0.185541
0.0167625 0.18535
0.016785 0.18516
0.0168075 0.184969
0.01683 0.184778
0.0168525 0.184586
0.016875 0.184395
0.0168975 0.184204
0.01692 0.184012
0.0169425 0.183819
0.016965 0.183628
0.0169875 0.183437
0.01701 0.183245
0.0170325 0.183056
0.017055 0.182863
0.0170775 0.182669
0.0171 0.182473
0.0171225 0.182274
0.017145 0.182072
0.0171675 0.181868
0.01719 0.181663
0.0172125 0.181455
0.017235 0.181246
0.0172575 0.181034
0.01728 0.180821
0.0173025 0.180608
0.017325 0.180393
0.0173475 0.180177
0.01737 0.179958
0.0173925 0.179737
0.017415 0.179515
0.0174375 0.179291
0.01746 0.179063
0.0174825 0.178832
0.017505 0.178602
0.0175275 0.17837
0.01755 0.178137
0.0175725 0.1779
0.017595 0.177665
0.0176175 0.177429
0.01764 0.177195
0.0176625 0.176973
0.017685 0.17675
0.0177075 0.176528
0.01773 0.176309
0.0177525 0.176097
0.017775 0.175885
0.0177975 0.175677
0.01782 0.175468
0.0178425 0.175261
0.017865 0.175061
0.0178875 0.174863
0.01791 0.174665
0.0179325 0.174464
0.017955 0.174261
0.0179775 0.174056
0.018 0.17385
0.0180225 0.173641
0.018045 0.173432
0.0180675 0.173221
0.01809 0.173011
0.0181125 0.172798
0.018135 0.172581
0.0181575 0.172365
0.01818 0.17215
0.0182025 0.171939
0.018225 0.171728
0.0182475 0.171517
0.01827 0.171303
0.0182925 0.171088
0.018315 0.170873
0.0183375 0.170656
0.01836 0.170435
0.0183825 0.170213
0.018405 0.169995
0.0184275 0.16978
0.01845 0.169563
0.0184725 0.169346
0.018495 0.169129
0.0185175 0.168912
0.01854 0.168692
0.0185625 0.168479
0.018585 0.168271
0.0186075 0.168064
0.01863 0.167862
0.0186525 0.167665
0.018675 0.167469
0.0186975 0.167273
0.01872 0.167077
0.0187425 0.166888
0.018765 0.166698
0.0187875 0.166508
0.01881 0.166323
0.0188325 0.166142
0.018855 0.165962
0.0188775 0.165781
0.0189 0.1656
0.0189225 0.165418
0.018945 0.165237
0.0189675 0.165058
0.01899 0.164881
0.0190125 0.164707
0.019035 0.164534
0.0190575 0.164361
0.01908 0.164185
0.0191025 0.164007
0.019125 0.163824
0.0191475 0.163642
0.01917 0.163456
0.0191925 0.163265
0.019215 0.163069
0.0192375 0.16287
0.01926 0.162669
0.0192825 0.162462
0.019305 0.162256
0.0193275 0.162047
0.01935 0.161834
0.0193725 0.161618
