# Time  Perpendicularity_Metric
0.0114075 0.252698
0.01143 0.25251
0.0114525 0.252321
0.011475 0.25213
0.0114975 0.251938
0.01152 0.251745
0.0115425 0.25155
0.011565 0.251355
0.0115875 0.25116
0.01161 0.250964
0.0116325 0.250766
0.011655 0.250567
0.0116775 0.250367
0.0117 0.250165
0.0117225 0.249962
0.011745 0.249757
0.0117675 0.249551
0.01179 0.249343
0.0118125 0.249134
0.011835 0.248924
0.0118575 0.248712
0.01188 0.248499
0.0119025 0.248284
0.011925 0.248069
0.0119475 0.247852
0.01197 0.247634
0.0119925 0.247415
0.012015 0.247195
0.0120375 0.246973
0.01206 0.246751
0.0120825 0.246527
0.012105 0.246303
0.0121275 0.246076
0.01215 0.245849
0.0121725 0.245621
0.012195 0.245392
0.0122175 0.245161
0.01224 0.244929
0.0122625 0.244695
0.012285 0.244461
0.0123075 0.244225
0.01233 0.243988
0.0123525 0.24375
0.012375 0.243511
0.0123975 0.243273
0.01242 0.243034
0.0124425 0.242794
0.012465 0.242552
0.0124875 0.242309
0.01251 0.242064
0.0125325 0.241819
0.012555 0.241574
0.0125775 0.241329
0.0126 0.241082
0.0126225 0.240833
0.012645 0.240584
0.0126675 0.240334
0.01269 0.240084
0.0127125 0.239834
0.012735 0.239583
0.0127575 0.23933
0.01278 0.239078
0.0128025 0.238826
0.012825 0.238572
0.0128475 0.238318
0.01287 0.238068
0.0128925 0.237816
0.012915 0.237563
0.0129375 0.237309
0.01296 0.237053
0.0129825 0.236797
0.013005 0.236539
0.0130275 0.23628
0.01305 0.236022
0.0130725 0.235765
0.013095 0.235506
0.0131175 0.235248
0.01314 0.234989
0.0131625 0.23473
0.013185 0.234471
0.0132075 0.234213
0.01323 0.233955
0.0132525 0.233697
0.013275 0.233438
0.0132975 0.23318
0.01332 0.232921
0.0133425 0.23266
0.013365 0.2324
0.0133875 0.23214
0.01341 0.231879
0.0134325 0.231618
0.013455 0.231356
0.0134775 0.231094
0.0135 0.23083
0.0135225 0.230566
0.013545 0.2303
0.0135675 0.230032
0.01359 0.229764
0.0136125 0.229496
0.013635 0.229227
0.0136575 0.228958
0.01368 0.228688
0.0137025 0.228416
0.013725 0.228145
0.0137475 0.227873
0.01377 0.227601
0.0137925 0.227329
0.013815 0.227056
0.0138375 0.226781
0.01386 0.226504
0.0138825 0.226227
0.013905 0.225948
0.0139275 0.22567
0.01395 0.225392
0.0139725 0.225114
0.013995 0.224833
0.0140175 0.224551
0.01404 0.224268
0.0140625 0.223983
0.014085 0.223701
0.0141075 0.223419
0.01413 0.223135
0.0141525 0.222851
0.014175 0.222564
0.0141975 0.222277
