0.01,66221155.41
0.02,66227617.56
0.03,66864066.88
0.04,65740583.61
0.05,66221387.31
0.06,67071519.44
0.07,65849465.22
0.08,65544759.21
0.09,67249572.54
0.1,67602107.27
0.11,65108803.13
0.12,67436622.26
0.13,65035655.98
0.14,67625052.63
0.15,64826496.45
0.16,67630809.94
0.17,66585082.16
0.18,66913777.05
0.19,65342454.31
0.2,68001888.44
0.21,66386792.73
0.22,66185925.46
0.23,64786259.19
0.24,64892313.16
0.25,64997835.01
0.26,66969748.05
0.27,66815439.78
0.28,65465641.77
0.29,64635983.19
0.3,64971991.13
0.31,65965200.19
0.32,66788596.03
0.33,66833270.97
0.34,65637345.3
0.35,65593014.45
0.36,65171996.26
0.37,63958066.06
0.38,64498086.78
0.39,66273426.27
0.4,63967682.63
0.41,64992360.31
0.42,66258588.32
0.43,65218433.72
0.44,64509032.11
0.45,66757161.88
0.46,66284731.37
0.47,66450799.11
0.48,66500836.71
