0.0099921875,0.6634855288
0.019984375,1.140081398
0.0299765625,1.477377629
0.03996875,1.627475859
0.0499609375,1.568623164
0.059953125,1.313095825
0.0699453125,0.9042692633
0.0799375,0.4061031886
0.0899296875,-0.1086272886
0.099921875,-0.5665805912
0.1099140625,-0.9105269118
0.11990625,-1.101855189
0.1298984375,-1.12406896
0.139890625,-0.9842984403
0.1498828125,-0.709809945
0.159875,-0.3442359608
0.1698671875,0.06061664275
0.179859375,0.4511472104
0.1898515625,0.7788725989
0.19984375,1.00568964
0.2098359375,1.107879751
0.219828125,1.078044512
0.2298203125,0.9259017007
0.2398125,0.6755630772
0.2498046875,0.3617030213
0.259796875,0.02538698034
0.2697890625,-0.2907872795
0.27978125,-0.5465248394
0.2897734375,-0.7114453294
0.299765625,-0.7671688086
0.3097578125,-0.7094186345
0.31975,-0.5485941685
0.3297421875,-0.308281949
0.339734375,-0.02226238539
0.3497265625,0.2705540606
0.35971875,0.5314815754
0.3697109375,0.7272914926
0.379703125,0.8347161138
0.3896953125,0.8429341764
0.3996875,0.7541967782
0.4096796875,0.5854070651
0.419671875,0.3640165147
0.4296640625,0.1229918204
0.43965625,-0.1026869787
0.4496484375,-0.2847221168
0.459640625,-0.4026443972
0.4696328125,-0.446039249
0.479625,-0.4150341863
0.4896171875,-0.3194162538
0.499609375,-0.1763160139
0.5096015625,-0.007314884685
0.51959375,0.1649261557
0.5295859375,0.3197088057
0.539578125,0.4405697235
0.5495703125,0.5168218503
0.5595625,0.5439871142
0.5695546875,0.5235436033
0.579546875,0.4616122715
0.5895390625,0.3680093999
0.59953125,0.2545646861
0.6095234375,0.1335977653
0.619515625,0.01651524611
0.6295078125,-0.08743836677
0.6395,-0.1715311722
0.6494921875,-0.2183452088
0.659484375,-0.1746902939
0.6694765625,-0.05545481027
0.67946875,0.09531280075
0.6894609375,0.2488681906
0.699453125,0.4134173599
0.7094453125,0.5841993218
0.7194375,0.737151163
0.7294296875,0.8488696728
0.739421875,0.9046979092
0.7494140625,0.9014659113
0.75940625,0.8465081523
0.7693984375,0.7513991894
0.779390625,0.6370504391
0.7893828125,0.5286543801
0.799375,0.4503065916
0.8093671875,0.4184904173
0.819359375,0.4369526032
0.8293515625,0.5024228918
0.83934375,0.6117335924
0.8493359375,0.7585990874
0.859328125,0.9246453847
0.8693203125,1.088577005
0.8793125,1.229481241
0.8893046875,1.330746411
0.899296875,1.385076964
0.9092890625,1.392699811
0.91928125,1.360234142
0.9292734375,1.301024028
0.939265625,1.231447835
0.9492578125,1.16885812
0.95925,1.129000326
0.9692421875,1.124044563
0.979234375,1.161730589
0.9892265625,1.242796775
0.99921875,1.360880617
1.009210938,1.507641681
1.019203125,1.673699287
1.029195313,1.844994229
1.0391875,2.00703758
1.049179688,2.146960365
1.059171875,2.255847339
